,keluhan,bagian,id,keluhan_length,clean_keluhan
64,"assalamualaikum wr wb, saya rafly dari s1 sisfo, saya ingin memberitahukan bahwa kualitan headphone saat test eprt masih kurang layak dan tidak sebanding dengan biaya yang dikeluarkan. Terimakasih",PUSAT BAHASA,1,196,rafly s sisfo memberitahukan alit headphone test eprt layak banding biaya
65,"maaf sebelumnya , saya bingung kenapa hampir seluruh teman2 saya yang hendak membayar eprt lewat m-banking itu tidak bisa ya ? Apakah ada masalah dari bank nya atau bagaimaa ? Terimakasih",PUSAT BAHASA,1,187,bingung teman bayar eprt mbanking ya bank nya bagaimaa
66,"selamat siang, saya maba s1 teknik fisika 2019, saya merasa kurang diuntungkan dengan adanya speaker listening session yg berada di depan ruangan, hal itu membuat barisan belakang kurang terdengar dan barisan depan terlalu bising. Mohon ditindaklanjuti",PUSAT BAHASA,1,252,maba s teknik fisika untung speaker listening session ruang baris dengar baris bising ditindaklanjuti
67,"Tidak bisa melakukan pembayaran tes EPrt melalui atm,m-banking dan taller di bank mandiri. Makasih",PUSAT BAHASA,1,98,laku bayar tes eprt atmmbanking taller bank mandiri makasih
68,"Tidak bisa melakukan pembayaran Eprt melalui m-banking, atm transfer, dan teller bank mandiri. Terimakasih",PUSAT BAHASA,1,106,laku bayar eprt mbanking atm transfer teller bank mandiri
69,"Maaf sebelumnya ,untuk bagian layanan tidak sesuai soalnya hanya itu yang ada, ; saya hanya ingin bertanya masalah dengan nilai eprt, pada bagian Listening Competence itu tidak tertera nilai , itu bagaimana ya ? apa tidak apa?
 
 terima kasih",PUSAT BAHASA,1,242,layan sesuai nilai eprt listening competence tera nilai ya
70,"""Selamat pagi admin,
 
 saya Annisa dosen LB dari FTE mau melaporkan bug yang ada dan meminta bantuannya untuk diarahkan/diperbaiki.
 
 Saya mau mendaftarkan tes di pusat bahasa untuk keperluan upgrading dosen kelas internasional. namun saat akan mendaftar dan menuliskan nama saya terdapat tulisan seperti pada gambar pertama (tidak bisa diproses karena tidak ada foto profil). lalu ada perintah untuk memasukkan foto profil dengan melampirkan link. namun saat link tsb di klik tidak masuk ke halaman manapun, tapi masuk ke halaman utama. Saya coba cari-cari dibagian akun, namun tidak ada opsi unggah foto profil, adapun opsi """"masukkan data dosen"""" tidak bisa diakses (forbidden) seperti tertera pada gambar terakhir.
 
 Apakah admin bisa membantu saya untuk menyelesaikan urusan tersebut? Karena saya perlu mendaftar tes ke pusat bahasa sesegera mungkin untuk urusan upgrading dosen kelas internasional.
 
 Terima kasih sebelumnya.""",PUSAT BAHASA,1,936,admin annisa dosen lb fte lapor bug bantu diarahkandiperbaiki daftar tes pusat bahasa upgrading dosen kelas internasional daftar tulis nama tulis gambar proses foto profil perintah masuk foto profil lampir link link klik masuk halaman masuk halaman utama coba caricari akun opsi unggah foto profil opsi masuk data dosen akses forbidden tera gambar admin bantu selesai urus daftar tes pusat bahasa urus upgrading dosen kelas internasional
71,"proses di bagian pelayanan pendaftar nya harus lebih ditingkatkan, karen yang saya rasakan sekarang itu masih kurang",PUSAT BAHASA,1,116,proses layan daftar nya tingkat karen
72,"mungkin harus diadakan les bahasa selain bahas inggris, agar jika ada mahasiswa yang berniat ingin bisa berbahasa selain bahasa inggris, keinginan dia bisa terpenuhi",PUSAT BAHASA,1,165,les bahasa bahas inggris mahasiswa niat bahasa bahasa inggris penuh
73,"tolong disediakan membayar eprt onsite, jadi tidak usah membayar lewat bank/atm, kadang2 atm yang ada d kawasan telyu itu error",PUSAT BAHASA,1,127,sedia bayar eprt onsite bayar bankatm kadang atm d kawasan telyu error
74,saya rasa pusat bahasa yang sekarang sudah lebih baik dari tahun 2016 dulu,PUSAT BAHASA,1,74,pusat bahasa
75,"tolong supaya lebih dipermudah saja alurnya, tidak berbelit belit",PUSAT BAHASA,1,65,mudah alur belit belit
76,saya rasa pusat bahasa harus menyediakan les bagi mereka yang ingin multilingual,PUSAT BAHASA,1,80,pusat bahasa sedia les multilingual
77,"menurut saya, telkom harus merubah dari eprt menjadi toefl yang sudah umum, karena nilai eprt tidak bisa digunakan di cv sebagaimana nilai toefl",PUSAT BAHASA,1,144,telkom rubah eprt toefl nilai eprt cv nilai toefl
78,"Pusat bahasa harusnya mengerti dalam hal melayani mahasiswa, tpi dibagian pelayanan sangat tidak melayani, jutek, dll. Teruntuk bagian2 layanan yg lainya",PUSAT BAHASA,1,153,pusat bahasa erti layan mahasiswa layan layan jutek dll layan lai
79,"dulu waktu maba, saya pernah disuruh ikut les oleh dosen bahasa inggris saya, dan bagi yg gaikut les, gakan dapat nilai tambah, tolong hal2 seperti itu dihilangkan, ini sama saja dengan membeli nilai",PUSAT BAHASA,1,199,maba suruh les dosen bahasa inggris gaikut les gakan nilai hilang beli nilai
80,Adakan akses online yg mudah dan informatif,PUSAT BAHASA,1,43,adakan akses online mudah informatif
81,tolong adakan EPRT online agar mempermudah dalam proses pengetesan EPRT,PUSAT BAHASA,1,71,adakan eprt online mudah proses ketes eprt
82,"alangkah lebih baiknya pusat bahasa menyediakan course2 (diluar mereka yg tidak ikut les), tetapi tetap dibedakan dengan mereka yang ikut test",PUSAT BAHASA,1,142,alangkah pusat bahasa sedia course les beda test
83,"tempatnya sebaiknya di perbesar, terutama dalam test eprt. Saya hampir ga bisa sidang karna eprt nya kuotanya terbatas",PUSAT BAHASA,1,118,utama test eprt ga sidang karna eprt nya kuota batas
84,Sebaiknya melakukan sosialisasi lagi tentang pelayanan apa saja di pusat bahasa,PUSAT BAHASA,1,79,laku sosialisasi layan pusat bahasa
85,"Untuk menanggulangi masalah yg sedang dihadapi seperti covid sekarang, mohon untuk meringankan atau melakukan test secara online dirumah masing2",PUSAT BAHASA,1,144,tanggulang hadap covid ringan laku test online rumah
86,"program seperti les untuk eprt kurang efektif, selain biayanya yang bisa dibilang cukup mahal juga program ini kebanyakan dicap oleh mahasiswa untuk ""membantu"" dalam ujian eprt, padahal tidak ada hubungannya sama sekali.",PUSAT BAHASA,1,220,program les eprt efektif biaya bilang mahal program cap mahasiswa bantu uji eprt hubung
87,"tolong agar selalu diperbaharui buku eprt terutama dari sumber referensinya, agar tetap up-to-date",PUSAT BAHASA,1,98,baharu buku eprt utama sumber referensi uptodate
88,"Penjaga bapak"" kurang ramah, headset harus sudah di ganti, buku Eprt jangan fotocopyan",PUSAT BAHASA,1,86,jaga ramah headset ganti buku eprt fotocopyan
89,"Sejauh ini fasilitas layanan pusat bahasa sudah cukup baik. Namun, proses publikasi dan sosialisaai tata cara prosedur penggunaan layanan tersebut masih kurang dan masih banyak mahasiswa yg belum mengetahui hal itu.",PUSAT BAHASA,1,215,fasilitas layan pusat bahasa proses publikasi sosialisaai tata prosedur layan mahasiswa
90,Sudah cukup baik akan tetapi dapat menambah sarana tempat belajar pada luar ruangan.,PUSAT BAHASA,1,84,sarana ajar ruang
91,mengapa eprt dan ecct dijadikan satu menjadi toefl? Agar bisa digunakan di cv,PUSAT BAHASA,1,77,eprt ecct toefl cv
92,menurut saya pembayarannya terbilang merepotkn mesti mondar mandir ke mandiri dulu,PUSAT BAHASA,1,82,bayar bilang merepotkn mesti mondar mandir mandiri
93,"saya mengikuti test ecct, tapi sampai sekarang skor saya belum keluar terus",PUSAT BAHASA,1,75,test ecct skor
94,"turunkan harga eprt dan ecct, terutama bagi mereka yang gagal/mengulang test",PUSAT BAHASA,1,76,turun harga eprt ecct utama gagalmengulang test
95,"menurut saya, lebih baik diadakan pembayaran secara langsung, agar proses administradi dari pendaftarannya berlangsung dengan cepat, dan efektif",PUSAT BAHASA,1,144,bayar langsung proses administradi daftar langsung cepat efektif
96,"Ruang tes dan komputernya kotor, kurang dirawat",PUSAT BAHASA,1,47,ruang tes komputer kotor rawat
97,"pendaftaran dan pembayaran cukup mudah dan simple. layanan di lac sudah baik, pelayanannya ramah. fasilitas ruang test pada headphone yang digunakan baiknya diganti.",PUSAT BAHASA,1,165,daftar bayar mudah simpel layan lac layan ramah fasilitas ruang test headphone ganti
98,"peripheral yg sudah usang agar di perbaharui, sehingga bisa meningkatkan kualitas tes",PUSAT BAHASA,1,85,peripheral usang baharu tingkat kualitas tes
99,"headphone yang digunakan suaranya sudah agak kresek2 jelek, hal ini sangat mengecewakan",PUSAT BAHASA,1,87,headphone suara kresek jelek kecewa
100,Sound systemnya diperbaiki biar pas latihan listening bisa kedengeran dengan jelas,PUSAT BAHASA,1,82,sound systemnya biar pas latih listening kedengeran
101,"speaker di ruang test kurang menyebar suara nya, jadi hanya yang didekat speaker saja yang bisa jelas mendengarkan nya",PUSAT BAHASA,1,118,speaker ruang test sebar suara nya speaker dengar nya
102,"menurut saya test nya menggunakan komputer saja, agar peserta test tidak kehabisan waktu untuk membulatin jawaban",PUSAT BAHASA,1,113,test nya komputer test habis membulatin
103,"test dengan kertas memakan waktu, menurut saya mending test dengan komputer, sehingga kita peserta test tinggal klik saja",PUSAT BAHASA,1,121,test kertas makan mending test komputer test tinggal klik
104,"tolong agar selalu mengecek apabila ada alat2 penunjang test yg sudah rusak, seperti kemarin saat saya hendak test, headphone yang saya gunakan mati sebelah",PUSAT BAHASA,1,156,ecek alat tunjang test rusak kemarin test headphone mati belah
105,"mohon bantuannya saya tidak bisa melakukan pembayaran tes EPrt melalui atm,m-banking dan taller di bank mandiri. Makasih",PUSAT BAHASA,1,120,bantu laku bayar tes eprt atmmbanking taller bank mandiri makasih
106,"menurut saya, telkom harus merubah dari eprt menjadi toefl karena nilai eprt tidak bisa dimasukkan ke cv",PUSAT BAHASA,1,104,telkom rubah eprt toefl nilai eprt masuk cv
107,saya rasa pusat bahasa harus menyediakan les bagi mereka yang ingin mempelajari lebih dari 2 bahasa asing,PUSAT BAHASA,1,105,pusat bahasa sedia les ajar bahasa asing
108,"tolong disedikan pdf pembelajaran untuk tes eprt, tidak apa apa berbayar juga",PUSAT BAHASA,1,77,dik pdf ajar tes eprt bayar
109,"karena skrg ada masalah covid sekarang, mohon untuk disediakan test secara online dirumah masing2",PUSAT BAHASA,1,97,covid sedia test online rumah
110,Sound systemnya harus diperbaiki agar jelas saat listeningnya,PUSAT BAHASA,1,61,sound systemnya listeningnya
111,tolong ini nilai eprt saya sudah 1 minggu belum keluar,PUSAT BAHASA,1,54,nilai eprt minggu
112,tolong disediakan membayar eprt onsite kadang2 atm yang ada d kawasan telyu itu error,PUSAT BAHASA,1,85,sedia bayar eprt onsite kadang atm d kawasan telyu error
113,"proses di bagian pelayanan pendaftar nya harus lebih ditingkatkan, misalnya menambah loket admin",PUSAT BAHASA,1,96,proses layan daftar nya tingkat loket admin
114,apakah eprt dan toefl itu sama? Karena sekarang banyak perusahaan yg menanyakan skor toefl utk persyaratan mrk,PUSAT BAHASA,1,110,eprt toefl usaha skor toefl syarat
115,"lebih baik test nya pake komputer saja, agar peserta test tidak kehabisan waktu untuk membulati jawaban",PUSAT BAHASA,1,103,test nya pakai komputer test habis bulat
116,"tempatnya sebaiknya di perbesar, terutama dalam test eprt. Saya hampir ga bisa sidang karna eprt nya kuotanya terbatas, sedangkan saya sudah mendekati sidang TA",PUSAT BAHASA,1,160,utama test eprt ga sidang karna eprt nya kuota batas sidang ta
117,"pendaftaran dan pembayaran cukup mudah dan simple, namun pada headphone yang digunakan baiknya diganti.",PUSAT BAHASA,1,103,daftar bayar mudah simpel headphone ganti
118,suara speaker saat test listening hanya menguntungkan yg berada di baris depan,PUSAT BAHASA,1,78,suara speaker test listening untung baris
119,"turunkan biaya eprt/ecct, terutama bagi mereka yg gagal test",PUSAT BAHASA,1,60,turun biaya eprtecct utama gagal test
120,apakah bila sudah test eprt 3x berturut - turut makan dinyatakan lulus test ?,PUSAT BAHASA,1,77,test eprt x makan nyata lulus test
121,itu buku eprt jangan fotocopy an dong,PUSAT BAHASA,1,37,buku eprt fotocopy an
122,tombol keyboard di ruang tunggu agak keras,PUSAT BAHASA,1,42,tombol keyboard ruang tunggu keras
123,"alangkah lebih baiknya testnya jgn menggunakan kertas, jika menggunakan kertas jangn sampai menghambat peserta test hanya karena harus membulati jwaban",PUSAT BAHASA,1,151,alangkah testnya jgn kertas kertas jangn hambat test bulat jwaban
124,"mungkin harus diadakan les bahasa selain bahas inggris, terutama bagi mahasiswa yg akan hendak mengikuti program pertukaran pelajar",PUSAT BAHASA,1,131,les bahasa bahas inggris utama mahasiswa program tukar ajar
125,"les eprt dianggap oleh sebagian teman2 saya utk membatu mendorong nilai bahasa inggris, tolong jgn menyalahgunakan nya seperti ini",PUSAT BAHASA,1,130,les eprt anggap teman batu dorong nilai bahasa inggris jgn menyalahgunakan nya
126,"mengapa nama saya tidak muncul di pusat bahasa igracias, padahal saya sudah daftar les eprt",PUSAT BAHASA,1,91,nama muncul pusat bahasa igracias daftar les eprt
127,tolong diperbanyak lagi loket2 admin LaC nya agar tidak terjadi penumpukan pendaftar,PUSAT BAHASA,1,84,loket admin lac nya tumpu daftar
128,"kursi yg disediakan di ruang pendaftaran LaC kurang, sehingga banyak yg menunggu sambil berdiri",PUSAT BAHASA,1,95,kursi sedia ruang daftar lac tunggu
129,"tolong diadakan test toefl yg terpisah dgn test eprt, karena skor eprt tidak bisa dimasukkan ke cv",PUSAT BAHASA,1,98,test toefl pisah dgn test eprt skor eprt masuk cv
130,"tolong agar setiap bulan diadakan pengecekan kualitas alat test eprt, agar kualitasnya terjaga",PUSAT BAHASA,1,94,kece kualitas alat test eprt kualitas jaga
131,"sebaiknya diadakan sosialisasi mengenai LaC, apa saja yg disediakan LaC selain dari test eprt dan ecct, jujur saja, saya yg sudah tingkat akhir hanya mengetahui itu saja",PUSAT BAHASA,1,169,sosialisasi kena lac sedia lac test eprt ecct jujur tingkat
132,"buku eprt saya hilang, benar2 hilang, dan saya masih dalam masa les, apakah saya bisa minta buku yg baru ?",PUSAT BAHASA,1,106,buku eprt hilang hilang les buku
133,"saya sudah membayar test eprt lewat teller, tetapi mengapa di sistem nya belum terkonfirmasi terus",PUSAT BAHASA,1,98,bayar test eprt teller sistem nya konfirmasi
134,"apabila sudah test eprt sebanyak 3x berturut2 dan skor nya pun selalu meningkat tiap test nya, apa saya bisa mendapat surat ""pemakluman"" ?",PUSAT BAHASA,1,138,test eprt x skor nya tingkat test nya surat maklum
135,"menurut saya tes nya pakai komputer saja, karena lebih praktis dan tidak membuang waktu",PUSAT BAHASA,1,87,tes nya pakai komputer praktis buang
136,suara speaker tida terdengar jelas di baris belakang,PUSAT BAHASA,1,52,suara speaker tida dengar baris
137,"mungkin harus disediakan pembayaran secara cash di meja pendaftaran, karena kadang2 atm d sekitar telyu itu error",PUSAT BAHASA,1,113,sedia bayar cash meja daftar kadang atm d telyu error
138,banyak headphone yg udh ga layak pakai,PUSAT BAHASA,1,38,headphone ga layak pakai
139,"adminnya jutek, ruang pendaftarannya harus di perbesar atau diperbanyak kursinya,",PUSAT BAHASA,1,81,adminnya jutek ruang daftar kursi
140,"kenapa tidak diubah saja nama nya dengan test toefl, sehingga nanti skor nya bisa dimasukkan ke cv",PUSAT BAHASA,1,98,ubah nama nya test toefl skor nya masuk cv
141,"apakah pusat bahasa menyediakan test ielts bagi alumni, soalnya saya membutuhkan itu",PUSAT BAHASA,1,84,pusat bahasa sedia test ielts alumni butuh
142,"harus lebih di sosialisasikan lagi apa saja produk2 dari pusat bahasa, kebanyakan kami mahasiswa hanya tahu test eprt saja",PUSAT BAHASA,1,122,sosialisasi produk pusat bahasa mahasiswa test eprt
143,"nama saya tidak muncul di pusat bahasa igracias, padahal saya mau test besok",PUSAT BAHASA,1,76,nama muncul pusat bahasa igracias test besok
